Russia,  Population size (1-year)     Last modified: 18-Nov-2011, MPv5 (May07)

Year     Age      Female         Male        Total
1987      48    1229062.00   1088270.00   2317332.00
1987      49    1229759.00   1095422.00   2325181.00
1987      50    1044099.00    915584.00   1959683.00
1987      51     920869.00    807709.00   1728578.00
1987      52     755925.00    651017.00   1406942.00
1987      53     759942.00    640044.00   1399986.00
1987      54     941080.00    767303.00   1708383.00
1987      55     924275.00    776023.00   1700298.00
1987      56    1059645.00    843609.00   1903254.00
1987      57    1083750.00    865223.00   1948973.00
1987      58    1132904.00    861819.00   1994723.00
1987      59    1084614.00    811185.00   1895799.00
1987      60    1065957.00    704628.00   1770585.00
1987      61     986633.00    553621.00   1540254.00
1987      62     946797.00    479509.00   1426306.00
1987      63     856691.00    390908.00   1247599.00
1987      64     725474.00    315943.00   1041417.00
1987      65     604663.00    280575.00    885238.00
1987      66     550112.00    250277.00    800389.00
1987      67     563966.00    248804.00    812770.00
1987      68     595824.00    266479.00    862303.00
1987      69     448955.00    191873.00    640828.00
1987      70     483293.00    193674.00    676967.00
1987      71     576527.00    226412.00    802939.00
1987      72     701353.00    260572.00    961925.00
1987      73     616007.00    235041.00    851048.00
1987      74     656004.00    229067.00    885071.00
1987      75     551778.00    195554.00    747332.00
1987      76     539672.00    181501.00    721173.00
1987      77     465519.00    146059.00    611578.00
1987      78     429549.00    129024.00    558573.00
1987      79     385779.00    112505.00    498284.00
1987      80     336099.02     94612.62    430711.64
1987      81     290746.34     76648.34    367394.68
1987      82     256774.62     63525.79    320300.41
1987      83     220757.81     51338.62    272096.43
1987      84     183219.27     39363.88    222583.15
1987      85     150330.22     29916.87    180247.09
1987      86     126818.59     24359.36    151177.95
1987      87      95548.39     18881.98    114430.37
1987      88      68955.21     13822.81     82778.02
1987      89      56848.27     10910.44     67758.71
1987      90      44103.79      8488.51     52592.30
1987      91      34313.28      6590.87     40904.15
1987      92      25851.53      4850.11     30701.64
1987      93      19377.47      3530.76     22908.23
1987      94      14971.38      2644.63     17616.01
1987      95      11297.21      1915.77     13212.98
1987      96       9033.92      1396.07     10429.99
1987      97       6849.29       992.95      7842.24
1987      98       5086.61       766.82      5853.43
1987      99       3730.58       592.61      4323.19
1987     100       2416.29       385.84      2802.13
1987     101       1672.62       270.38      1943.00
1987     102       1146.13       181.15      1327.28
1987     103        778.11       126.26       904.37
1987     104        514.42        84.72       599.14
1987     105        316.84        54.87       371.71
1987     106        209.56        37.14       246.70
1987     107        129.64        22.58       152.22
1987     108         74.81        12.85        87.66
1987     109         47.31         8.92        56.23
1987     110+        61.71         9.40        71.11
1988       0    1202873.00   1251219.00   2454092.00
1988       1    1206034.00   1252999.00   2459033.00
1988       2    1162103.00   1203377.00   2365480.00
1988       3    1177118.00   1221255.00   2398373.00
1988       4    1210411.00   1250761.00   2461172.00
1988       5    1136223.00   1175784.00   2312007.00
1988       6    1087668.00   1121036.00   2208704.00
1988       7    1082969.00   1116543.00   2199512.00
1988       8    1063400.00   1098080.00   2161480.00
1988       9    1062980.00   1093679.00   2156659.00
1988      10    1046424.00   1076288.00   2122712.00
1988      11    1054982.00   1087584.00   2142566.00
1988      12    1034776.00   1064848.00   2099624.00
1988      13    1020641.00   1051220.00   2071861.00
1988      14     990926.00   1021998.00   2012924.00
1988      15    1008105.00   1038493.00   2046598.00
1988      16     966307.00   1007677.00   1973984.00
1988      17     950135.00   1018100.00   1968235.00
1988      18     904960.00    997291.00   1902251.00
1988      19     909295.00    936843.00   1846138.00
1988      20     916624.00    935710.00   1852334.00
1988      21     963422.00    987834.00   1951256.00
1988      22     981112.00   1015066.00   1996178.00
1988      23    1039229.00   1074795.00   2114024.00
1988      24    1132201.00   1171060.00   2303261.00
1988      25    1200198.00   1237557.00   2437755.00
1988      26    1264434.00   1318848.00   2583282.00
1988      27    1309140.00   1344993.00   2654133.00
1988      28    1293217.00   1341476.00   2634693.00
1988      29    1304645.00   1333237.00   2637882.00
1988      30    1284245.00   1315205.00   2599450.00
1988      31    1255917.00   1273903.00   2529820.00
1988      32    1265549.00   1280550.00   2546099.00
1988      33    1282145.00   1287104.00   2569249.00
1988      34    1178372.00   1182266.00   2360638.00
1988      35    1203250.00   1200134.00   2403384.00
1988      36    1170000.00   1169965.00   2339965.00
1988      37    1133670.00   1127473.00   2261143.00
1988      38    1195946.00   1178741.00   2374687.00
1988      39     997866.00    979541.00   1977407.00
1988      40     983322.00    961591.00   1944913.00
1988      41     901881.00    873751.00   1775632.00
1988      42     548563.00    528389.00   1076952.00
1988      43     429404.00    414327.00    843731.00
1988      44     400608.00    379527.00    780135.00
1988      45     617009.00    560860.00   1177869.00
1988      46     988071.00    895929.00   1884000.00
1988      47    1040314.00    941384.00   1981698.00
1988      48    1194299.00   1056592.00   2250891.00
1988      49    1223591.00   1075732.00   2299323.00
1988      50    1224191.00   1082606.00   2306797.00
1988      51    1036614.00    902215.00   1938829.00
1988      52     915637.00    796309.00   1711946.00
1988      53     749821.00    639672.00   1389493.00
1988      54     754186.00    628221.00   1382407.00
1988      55     937295.00    755397.00   1692692.00
1988      56     920124.00    763723.00   1683847.00
1988      57    1052807.00    826184.00   1878991.00
1988      58    1076288.00    845048.00   1921336.00
1988      59    1120260.00    840149.00   1960409.00
1988      60    1075804.00    790666.00   1866470.00
1988      61    1055804.00    685100.00   1740904.00
1988      62     975857.00    536268.00   1512125.00
1988      63     935242.00    463682.00   1398924.00
1988      64     840335.00    376375.00   1216710.00
1988      65     710957.00    303693.00   1014650.00
1988      66     592212.00    269953.00    862165.00
1988      67     538686.00    239984.00    778670.00
1988      68     553227.00    239051.00    792278.00
1988      69     573160.00    249252.00    822412.00
1988      70     439338.00    182492.00    621830.00
1988      71     468135.00    182368.00    650503.00
1988      72     556767.00    212525.00    769292.00
1988      73     674623.00    242691.00    917314.00
1988      74     587682.00    217083.00    804765.00
1988      75     625679.00    211032.00    836711.00
1988      76     519543.00    177599.00    697142.00
1988      77     508645.00    164984.00    673629.00
1988      78     432072.00    130905.00    562977.00
1988      79     396121.00    114345.00    510466.00
1988      80     350492.92     99329.79    449822.71
1988      81     305085.14     82444.45    387529.59
1988      82     261219.64     66128.06    327347.70
1988      83     227972.06     54063.30    282035.36
1988      84     193574.22     43190.94    236765.16
1988      85     158546.11     32666.10    191212.21
1988      86     127681.26     24325.08    152006.34
1988      87     106167.89     19529.00    125696.89
1988      88      79222.37     15023.71     94246.08
1988      89      56015.04     10747.50     66762.54
1988      90      45386.81      8305.52     53692.33
1988      91      34706.96      6443.67     41150.63
1988      92      26850.40      4952.37     31802.77
1988      93      19948.13      3551.99     23500.12
1988      94      14784.26      2542.09     17326.35
1988      95      11436.16      1905.44     13341.60
1988      96       8525.25      1397.23      9922.48
1988      97       6778.61      1020.18      7798.79
1988      98       5158.25       728.17      5886.42
1988      99       3735.36       545.75      4281.11
1988     100       2642.20       393.30      3035.50
1988     101       1682.36       251.77      1934.13
1988     102       1144.24       172.93      1317.17
1988     103        772.28       113.88       886.16
1988     104        514.29        77.65       591.94
1988     105        333.59        50.87       384.46
1988     106        201.71        32.18       233.89
1988     107        130.96        21.29       152.25
1988     108         79.27        12.61        91.88
1988     109         45.02         6.89        51.91
1988     110+        61.08         7.87        68.95
1989       0    1139897.00   1187105.00   2327002.00
1989       1    1206165.00   1255875.00   2462040.00
1989       2    1212978.00   1258464.00   2471442.00
1989       3    1167043.00   1207951.00   2374994.00
1989       4    1182149.00   1225908.00   2408057.00
1989       5    1213694.00   1252691.00   2466385.00
1989       6    1138744.00   1177727.00   2316471.00
1989       7    1089017.00   1120998.00   2210015.00
1989       8    1086438.00   1118521.00   2204959.00
1989       9    1066113.00   1100183.00   2166296.00
1989      10    1064865.00   1095197.00   2160062.00
1989      11    1046674.00   1076288.00   2122962.00
1989      12    1056725.00   1089194.00   2145919.00
1989      13    1034957.00   1064993.00   2099950.00
1989      14    1020513.00   1050828.00   2071341.00
1989      15     993007.00   1020522.00   2013529.00
1989      16    1012683.00   1041774.00   2054457.00
1989      17     982670.00   1019087.00   2001757.00
1989      18     954650.00   1033270.00   1987920.00
1989      19     908167.00   1010238.00   1918405.00
1989      20     910048.00    936950.00   1846998.00
1989      21     917316.00    941343.00   1858659.00
1989      22     965574.00    996418.00   1961992.00
1989      23     981282.00   1019335.00   2000617.00
1989      24    1039086.00   1076871.00   2115957.00
1989      25    1130713.00   1171264.00   2301977.00
1989      26    1199556.00   1237727.00   2437283.00
1989      27    1266320.00   1317329.00   2583649.00
1989      28    1311312.00   1338482.00   2649794.00
1989      29    1296857.00   1333175.00   2630032.00
1989      30    1304523.00   1326729.00   2631252.00
1989      31    1285190.00   1313933.00   2599123.00
1989      32    1256541.00   1272754.00   2529295.00
1989      33    1264431.00   1276861.00   2541292.00
1989      34    1281976.00   1283241.00   2565217.00
1989      35    1176725.00   1177569.00   2354294.00
1989      36    1205283.00   1199276.00   2404559.00
1989      37    1169837.00   1166587.00   2336424.00
1989      38    1133055.00   1123917.00   2256972.00
1989      39    1195832.00   1175284.00   2371116.00
1989      40     995118.00    973909.00   1969027.00
1989      41     979682.00    953790.00   1933472.00
1989      42     897550.00    865013.00   1762563.00
1989      43     546656.00    524421.00   1071077.00
1989      44     426326.00    409468.00    835794.00
1989      45     399050.00    376217.00    775267.00
1989      46     618311.00    559485.00   1177796.00
1989      47     984000.00    886978.00   1870978.00
1989      48    1037893.00    932548.00   1970441.00
1989      49    1187116.00   1045269.00   2232385.00
1989      50    1217630.00   1062334.00   2279964.00
1989      51    1218028.00   1068688.00   2286716.00
1989      52    1028762.00    888713.00   1917475.00
1989      53     909981.00    784548.00   1694529.00
1989      54     743834.00    628280.00   1372114.00
1989      55     748578.00    616255.00   1364833.00
1989      56     933623.00    742277.00   1675900.00
1989      57     916701.00    751189.00   1667890.00
1989      58    1045445.00    807722.00   1853167.00
1989      59    1068320.00    824233.00   1892553.00
1989      60    1106495.00    816834.00   1923329.00
1989      61    1066267.00    769277.00   1835544.00
1989      62    1044523.00    664382.00   1708905.00
1989      63     964301.00    518802.00   1483103.00
1989      64     922611.00    447361.00   1369972.00
1989      65     822701.00    361486.00   1184187.00
1989      66     695049.00    291253.00    986302.00
1989      67     578969.00    259109.00    838078.00
1989      68     526485.00    229919.00    756404.00
1989      69     542514.00    229800.00    772314.00
1989      70     546033.00    229162.00    775195.00
1989      71     431169.00    174772.00    605941.00
1989      72     451972.00    171262.00    623234.00
1989      73     536022.00    198604.00    734626.00
1989      74     645100.00    224404.00    869504.00
1989      75     558705.00    199647.00    758352.00
1989      76     591129.00    192404.00    783533.00
1989      77     487660.00    160276.00    647936.00
1989      78     473941.00    148315.00    622256.00
1989      79     397943.00    116389.00    514332.00
1989      80     353418.45    100767.06    454185.51
1989      81     318168.12     86735.23    404903.35
1989      82     274031.25     71187.50    345218.75
1989      83     231807.69     56298.52    288106.21
1989      84     199744.00     45453.54    245197.54
1989      85     167226.22     35773.73    202999.95
1989      86     135098.56     26736.42    161834.98
1989      87     107081.52     19650.15    126731.67
1989      88      87572.53     15558.03    103130.56
1989      89      64147.69     11716.23     75863.92
1989      90      44128.75      8154.49     52283.24
1989      91      35291.75      6245.21     41536.96
1989      92      26603.50      4766.98     31370.48
1989      93      20296.97      3561.71     23858.68
1989      94      14993.77      2519.62     17513.39
1989      95      10967.52      1804.81     12772.33
1989      96       8431.92      1357.31      9789.23
1989      97       6288.29      1006.16      7294.45
1989      98       4965.98       738.52      5704.50
1989      99       3597.88       503.22      4101.10
1989     100       2573.21       371.91      2945.12
1989     101       1781.02       263.94      2044.96
1989     102       1111.60       167.45      1279.05
1989     103        740.69       113.65       854.34
1989     104        492.09        74.37       566.46
1989     105        320.40        50.13       370.53
1989     106        203.35        32.43       235.78
1989     107        120.51        20.31       140.82
1989     108         76.71        13.33        90.04
1989     109         45.27         7.82        53.09
1989     110+        56.81         8.31        65.12
1990       0    1035959.00   1087571.00   2123530.00
1990       1    1132245.00   1178636.00   2310881.00
1990       2    1202526.00   1251624.00   2454150.00
1990       3    1211459.00   1256788.00   2468247.00
1990       4    1166112.00   1207244.00   2373356.00
1990       5    1181995.00   1224801.00   2406796.00
1990       6    1213323.00   1252414.00   2465737.00
1990       7    1138623.00   1177489.00   2316112.00
1990       8    1089199.00   1120677.00   2209876.00
1990       9    1086405.00   1118547.00   2204952.00
1990      10    1066416.00   1100013.00   2166429.00
1990      11    1065077.00   1095285.00   2160362.00
1990      12    1046904.00   1076414.00   2123318.00
1990      13    1056732.00   1089233.00   2145965.00
1990      14    1034779.00   1066146.00   2100925.00
1990      15    1020131.00   1050133.00   2070264.00
1990      16     992392.00   1019515.00   2011907.00
1990      17    1020105.00   1045500.00   2065605.00
1990      18     983104.00   1020139.00   2003243.00
1990      19     951491.00   1033212.00   1984703.00
1990      20     903444.00   1004343.00   1907787.00
1990      21     907576.00    931517.00   1839093.00
1990      22     915432.00    939102.00   1854534.00
1990      23     963842.00    993669.00   1957511.00
1990      24     979418.00   1018474.00   1997892.00
1990      25    1037118.00   1075035.00   2112153.00
1990      26    1127993.00   1168209.00   2296202.00
1990      27    1197810.00   1234018.00   2431828.00
1990      28    1264607.00   1312761.00   2577368.00
1990      29    1310297.00   1334234.00   2644531.00
1990      30    1295673.00   1328594.00   2624267.00
1990      31    1304672.00   1322114.00   2626786.00
1990      32    1284390.00   1310125.00   2594515.00
1990      33    1256062.00   1268610.00   2524672.00
1990      34    1263860.00   1272481.00   2536341.00
1990      35    1281628.00   1279089.00   2560717.00
1990      36    1175797.00   1173790.00   2349587.00
1990      37    1204340.00   1194534.00   2398874.00
1990      38    1168704.00   1161587.00   2330291.00
1990      39    1131881.00   1118911.00   2250792.00
1990      40    1193797.00   1169121.00   2362918.00
1990      41     993810.00    969207.00   1963017.00
1990      42     978104.00    948758.00   1926862.00
1990      43     895925.00    859852.00   1755777.00
1990      44     545458.00    520917.00   1066375.00
1990      45     425129.00    405791.00    830920.00
1990      46     398095.00    372616.00    770711.00
1990      47     616546.00    554153.00   1170699.00
1990      48     981180.00    877987.00   1859167.00
1990      49    1034583.00    922424.00   1957007.00
1990      50    1182746.00   1033091.00   2215837.00
1990      51    1212744.00   1048938.00   2261682.00
1990      52    1212744.00   1054692.00   2267436.00
1990      53    1023838.00    876591.00   1900429.00
1990      54     905384.00    772610.00   1677994.00
1990      55     739586.00    617666.00   1357252.00
1990      56     743928.00    604924.00   1348852.00
1990      57     927669.00    728034.00   1655703.00
1990      58     910205.00    735645.00   1645850.00
1990      59    1037138.00    789093.00   1826231.00
1990      60    1059214.00    804379.00   1863593.00
1990      61    1095394.00    794581.00   1889975.00
1990      62    1054851.00    747229.00   1802080.00
1990      63    1031762.00    644249.00   1676011.00
1990      64     950855.00    501764.00   1452619.00
1990      65     908019.00    431517.00   1339536.00
1990      66     808318.00    348089.00   1156407.00
1990      67     681110.00    279611.00    960721.00
1990      68     566439.00    248188.00    814627.00
1990      69     513880.00    219560.00    733440.00
1990      70     528410.00    218909.00    747319.00
1990      71     527283.00    215082.00    742365.00
1990      72     418249.00    165463.00    583712.00
1990      73     435427.00    160221.00    595648.00
1990      74     514004.00    184959.00    698963.00
1990      75     616027.00    207642.00    823669.00
1990      76     530131.00    183751.00    713882.00
1990      77     557512.00    175811.00    733323.00
1990      78     458040.00    145285.00    603325.00
1990      79     439736.00    133730.00    573466.00
1990      80     372345.18    105585.05    477930.23
1990      81     322559.26     88329.83    410889.09
1990      82     287583.24     75126.42    362709.66
1990      83     244991.03     60848.42    305839.45
1990      84     204754.82     47628.69    252383.51
1990      85     173980.35     38003.34    211983.69
1990      86     143689.84     29524.98    173214.82
1990      87     114279.20     21700.54    135979.74
1990      88      89215.87     15699.39    104915.26
1990      89      71963.63     12287.01     84250.64
1990      90      51597.91      9104.19     60702.10
1990      91      34704.25      6199.25     40903.50
1990      92      27451.60      4648.21     32099.81
1990      93      20425.70      3507.64     23933.34
1990      94      15493.15      2572.90     18066.05
1990      95      11337.34      1790.28     13127.62
1990      96       8253.17      1287.13      9540.30
1990      97       6328.43       982.77      7311.20
1990      98       4661.43       735.67      5397.10
1990      99       3586.06       520.57      4106.63
1990     100       2502.29       342.38      2844.67
1990     101       1755.44       249.39      2004.83
1990     102       1188.29       173.73      1362.02
1990     103        727.53       109.24       836.77
1990     104        475.33        73.10       548.43
1990     105        312.11        47.59       359.70
1990     106        198.78        31.63       230.41
1990     107        123.60        20.13       143.73
1990     108         71.98        12.45        84.43
1990     109         45.07         8.10        53.17
1990     110+        56.75         9.24        65.99
1991       0     957048.00   1007499.00   1964547.00
1991       1    1032202.00   1083033.00   2115235.00
1991       2    1132577.00   1178289.00   2310866.00
1991       3    1203919.00   1253031.00   2456950.00
1991       4    1213573.00   1259060.00   2472633.00
1991       5    1166479.00   1209668.00   2376147.00
1991       6    1184382.00   1227389.00   2411771.00
1991       7    1216161.00   1255993.00   2472154.00
1991       8    1142590.00   1181959.00   2324549.00
1991       9    1091687.00   1124094.00   2215781.00
1991      10    1090486.00   1122645.00   2213131.00
1991      11    1069026.00   1102904.00   2171930.00
1991      12    1067408.00   1097986.00   2165394.00
1991      13    1049321.00   1078817.00   2128138.00
1991      14    1058513.00   1091622.00   2150135.00
1991      15    1036852.00   1066152.00   2103004.00
1991      16    1021971.00   1049323.00   2071294.00
1991      17    1000997.00   1023624.00   2024621.00
1991      18    1019912.00   1046347.00   2066259.00
1991      19     975112.00   1016733.00   1991845.00
1991      20     951024.00   1024880.00   1975904.00
1991      21     902576.00    991539.00   1894115.00
1991      22     906239.00    927867.00   1834106.00
1991      23     914283.00    936077.00   1850360.00
1991      24     962482.00    989544.00   1952026.00
1991      25     979516.00   1015539.00   1995055.00
1991      26    1037834.00   1070679.00   2108513.00
1991      27    1128571.00   1164151.00   2292722.00
1991      28    1200694.00   1231521.00   2432215.00
1991      29    1265609.00   1307478.00   2573087.00
1991      30    1314773.00   1335025.00   2649798.00
1991      31    1296922.00   1324262.00   2621184.00
1991      32    1305142.00   1317756.00   2622898.00
1991      33    1286170.00   1306367.00   2592537.00
1991      34    1257313.00   1263924.00   2521237.00
1991      35    1264775.00   1267383.00   2532158.00
1991      36    1282719.00   1274566.00   2557285.00
1991      37    1175843.00   1168671.00   2344514.00
1991      38    1206213.00   1190840.00   2397053.00
1991      39    1168832.00   1155912.00   2324744.00
1991      40    1133475.00   1115858.00   2249333.00
1991      41    1194150.00   1163191.00   2357341.00
1991      42     993390.00    964325.00   1957715.00
1991      43     978237.00    944456.00   1922693.00
1991      44     895272.00    853966.00   1749238.00
1991      45     545357.00    517179.00   1062536.00
1991      46     424811.00    402620.00    827431.00
1991      47     397520.00    369424.00    766944.00
1991      48     616188.00    550429.00   1166617.00
1991      49     979133.00    868559.00   1847692.00
1991      50    1032877.00    913125.00   1946002.00
1991      51    1179424.00   1020778.00   2200202.00
1991      52    1209191.00   1035001.00   2244192.00
1991      53    1209249.00   1040664.00   2249913.00
1991      54    1019667.00    863472.00   1883139.00
1991      55     901591.00    760279.00   1661870.00
1991      56     736005.00    606643.00   1342648.00
1991      57     739639.00    592727.00   1332366.00
1991      58     922424.00    712974.00   1635398.00
1991      59     904054.00    718884.00   1622938.00
1991      60    1030000.00    770535.00   1800535.00
1991      61    1049131.00    782125.00   1831256.00
1991      62    1084839.00    771211.00   1856050.00
1991      63    1042313.00    722842.00   1765155.00
1991      64    1018189.00    621783.00   1639972.00
1991      65     936940.00    483395.00   1420335.00
1991      66     892797.00    414420.00   1307217.00
1991      67     793410.00    333458.00   1126868.00
1991      68     666675.00    266840.00    933515.00
1991      69     553180.00    236064.00    789244.00
1991      70     500320.00    208263.00    708583.00
1991      71     511085.00    206436.00    717521.00
1991      72     510169.00    201378.00    711547.00
1991      73     401443.00    154259.00    555702.00
1991      74     417683.00    148519.00    566202.00
1991      75     491042.00    170403.00    661445.00
1991      76     585380.00    190150.00    775530.00
1991      77     500657.00    167210.00    667867.00
1991      78     522861.00    158932.00    681793.00
1991      79     425777.00    130009.00    555786.00
1991      80     392220.87    111974.33    504195.20
1991      81     339239.65     92370.79    431610.44
1991      82     290721.39     76360.20    367081.59
1991      83     256287.49     64038.76    320326.25
1991      84     215537.94     51223.71    266761.65
1991      85     177645.65     39504.02    217149.67
1991      86     148913.35     31125.90    180039.25
1991      87     121009.07     23896.02    144905.09
1991      88      94666.72     17237.52    111904.24
1991      89      72764.90     12239.02     85003.92
1991      90      57684.23      9476.84     67161.07
1991      91      40681.03      6933.91     47614.94
1991      92      26683.76      4585.07     31268.83
1991      93      20732.22      3354.12     24086.34
1991      94      15172.95      2523.93     17696.88
1991      95      11368.11      1805.96     13174.07
1991      96       8330.06      1246.34      9576.40
1991      97       6017.83       899.48      6917.31
1991      98       4645.61       682.06      5327.67
1991      99       3401.53       505.60      3907.13
1991     100       2487.66       343.57      2831.23
1991     101       1647.23       221.48      1868.71
1991     102       1124.75       157.86      1282.61
1991     103        740.29       107.47       847.76
1991     104        440.26        66.06       506.32
1991     105        279.23        43.21       322.44
1991     106        177.72        27.46       205.18
1991     107        109.81        17.82       127.63
1991     108         65.98        10.93        76.91
1991     109         36.83         6.60        43.43
1991     110+        46.89         8.00        54.89
1992       0     868672.00    911359.00   1780031.00
1992       1     961147.00   1010089.00   1971236.00
1992       2    1036924.00   1086771.00   2123695.00
1992       3    1137233.00   1181920.00   2319153.00
1992       4    1208836.00   1256388.00   2465224.00
1992       5    1217461.00   1262517.00   2479978.00
1992       6    1169774.00   1211712.00   2381486.00
1992       7    1187658.00   1230099.00   2417757.00
1992       8    1219316.00   1259244.00   2478560.00
1992       9    1146550.00   1185583.00   2332133.00
1992      10    1095348.00   1127266.00   2222614.00
1992      11    1094165.00   1126188.00   2220353.00
1992      12    1071546.00   1104865.00   2176411.00
1992      13    1069793.00   1099490.00   2169283.00
1992      14    1051776.00   1080614.00   2132390.00
1992      15    1064413.00   1094939.00   2159352.00
1992      16    1040654.00   1068244.00   2108898.00
1992      17    1020380.00   1043603.00   2063983.00
1992      18     999169.00   1020348.00   2019517.00
1992      19    1018199.00   1042384.00   2060583.00
1992      20     971960.00   1019827.00   1991787.00
1992      21     950363.00   1030856.00   1981219.00
1992      22     898031.00    986017.00   1884048.00
1992      23     902929.00    923410.00   1826339.00
1992      24     913759.00    929201.00   1842960.00
1992      25     961875.00    981610.00   1943485.00
1992      26     980972.00   1009815.00   1990787.00
1992      27    1038376.00   1063543.00   2101919.00
1992      28    1128965.00   1158835.00   2287800.00
1992      29    1203489.00   1226425.00   2429914.00
1992      30    1266335.00   1300576.00   2566911.00
1992      31    1317737.00   1331081.00   2648818.00
1992      32    1297064.00   1316877.00   2613941.00
1992      33    1304795.00   1309401.00   2614196.00
1992      34    1286579.00   1298769.00   2585348.00
1992      35    1256679.00   1256392.00   2513071.00
1992      36    1263677.00   1260182.00   2523859.00
1992      37    1281708.00   1266268.00   2547976.00
1992      38    1174024.00   1161031.00   2335055.00
1992      39    1205401.00   1184206.00   2389607.00
1992      40    1166749.00   1147070.00   2313819.00
1992      41    1132769.00   1109440.00   2242209.00
1992      42    1191353.00   1154954.00   2346307.00
1992      43     990802.00    956009.00   1946811.00
1992      44     976105.00    936360.00   1912465.00
1992      45     892370.00    845646.00   1738016.00
1992      46     543543.00    512109.00   1055652.00
1992      47     423167.00    398014.00    821181.00
1992      48     395703.00    364668.00    760371.00
1992      49     614116.00    543566.00   1157682.00
1992      50     974184.00    856040.00   1830224.00
1992      51    1028798.00    900442.00   1929240.00
1992      52    1173521.00   1004730.00   2178251.00
1992      53    1202859.00   1017797.00   2220656.00
1992      54    1202478.00   1022707.00   2225185.00
1992      55    1012785.00    846823.00   1859608.00
1992      56     895304.00    744482.00   1639786.00
1992      57     730406.00    593503.00   1323909.00
1992      58     732981.00    578457.00   1311438.00
1992      59     914290.00    695588.00   1609878.00
1992      60     894761.00    698712.00   1593473.00
1992      61    1019513.00    748443.00   1767956.00
1992      62    1035384.00    757003.00   1792387.00
1992      63    1070449.00    744238.00   1814687.00
1992      64    1026364.00    696106.00   1722470.00
1992      65    1000886.00    596817.00   1597703.00
1992      66     919554.00    462752.00   1382306.00
1992      67     873758.00    394813.00   1268571.00
1992      68     774810.00    317300.00   1092110.00
1992      69     649255.00    252810.00    902065.00
1992      70     537460.00    222887.00    760347.00
1992      71     484287.00    195682.00    679969.00
1992      72     492696.00    193408.00    686104.00
1992      73     489799.00    186463.00    676262.00
1992      74     384195.00    143122.00    527317.00
1992      75     397736.00    136615.00    534351.00
1992      76     465110.00    155457.00    620567.00
1992      77     552063.00    172546.00    724609.00
1992      78     468417.00    150483.00    618900.00
1992      79     485991.00    141999.00    627990.00
1992      80     406436.52    117872.65    524309.17
1992      81     357992.61     98008.46    456001.07
1992      82     306308.69     79848.88    386157.57
1992      83     259454.76     65180.50    324635.26
1992      84     225843.63     53987.43    279831.06
1992      85     187510.19     42647.68    230157.87
1992      86     152353.05     32479.73    184832.78
1992      87     125676.88     25158.99    150835.87
1992      88     100444.74     18956.29    119401.03
1992      89      77357.54     13467.22     90824.76
1992      90      58501.11      9363.39     67864.50
1992      91      45462.19      7112.12     52574.31
1992      92      31405.23      5113.38     36518.61
1992      93      20219.72      3282.67     23502.39
1992      94      15541.44      2363.99     17905.43
1992      95      11144.28      1774.13     12918.41
1992      96       8291.26      1256.32      9547.58
1992      97       6068.86       860.99      6929.85
1992      98       4390.33       623.52      5013.85
1992      99       3404.78       473.34      3878.12
1992     100       2345.77       324.01      2669.78
1992     101       1614.94       206.88      1821.82
1992     102       1037.57       128.64      1166.21
1992     103        686.59        88.34       774.93
1992     104        437.33        57.70       495.03
1992     105        251.34        33.96       285.30
1992     106        153.93        21.23       175.16
1992     107         94.37        12.81       107.18
1992     108         56.28         7.88        64.16
1992     109         32.38         4.37        36.75
1992     110+        35.62         4.41        40.03
1993-      0     770771.00    814042.00   1584813.00
1993-      1     869881.00    912378.00   1782259.00
1993-      2     964736.00   1014048.00   1978784.00
1993-      3    1040679.00   1090943.00   2131622.00
1993-      4    1140738.00   1186046.00   2326784.00
1993-      5    1212365.00   1261125.00   2473490.00
1993-      6    1221512.00   1266651.00   2488163.00
1993-      7    1172888.00   1215792.00   2388680.00
1993-      8    1191293.00   1234444.00   2425737.00
1993-      9    1223081.00   1263366.00   2486447.00
1993-     10    1150974.00   1190904.00   2341878.00
1993-     11    1098620.00   1131391.00   2230011.00
1993-     12    1098151.00   1131153.00   2229304.00
1993-     13    1074151.00   1107895.00   2182046.00
1993-     14    1072745.00   1102867.00   2175612.00
1993-     15    1054999.00   1084230.00   2139229.00
1993-     16    1066092.00   1096366.00   2162458.00
1993-     17    1040567.00   1067668.00   2108235.00
1993-     18    1020647.00   1042546.00   2063193.00
1993-     19     994813.00   1016882.00   2011695.00
1993-     20    1016816.00   1047370.00   2064186.00
1993-     21     969635.00   1026571.00   1996206.00
1993-     22     949389.00   1030553.00   1979942.00
1993-     23     897017.00    977173.00   1874190.00
1993-     24     902211.00    917286.00   1819497.00
1993-     25     914365.00    924311.00   1838676.00
1993-     26     962473.00    976437.00   1938910.00
1993-     27     982202.00   1004922.00   1987124.00
1993-     28    1039740.00   1058737.00   2098477.00
1993-     29    1130271.00   1154759.00   2285030.00
1993-     30    1206172.00   1222739.00   2428911.00
1993-     31    1267599.00   1294362.00   2561961.00
1993-     32    1320570.00   1328291.00   2648861.00
1993-     33    1297587.00   1310224.00   2607811.00
1993-     34    1304757.00   1303191.00   2607948.00
1993-     35    1287344.00   1291788.00   2579132.00
1993-     36    1256729.00   1249704.00   2506433.00
1993-     37    1263148.00   1253122.00   2516270.00
1993-     38    1281511.00   1258451.00   2539962.00
1993-     39    1172944.00   1152797.00   2325741.00
1993-     40    1205246.00   1176664.00   2381910.00
1993-     41    1165071.00   1137647.00   2302718.00
