Russia,  Population size (1-year)     Last modified: 18-Nov-2011, MPv5 (May07)

Year     Age      Female         Male        Total
1959       0    1354781.00   1410264.00   2765045.00
1959       1    1327834.00   1380478.00   2708312.00
1959       2    1285340.00   1335064.00   2620404.00
1959       3    1313885.00   1365116.00   2679001.00
1959       4    1339333.00   1387099.00   2726432.00
1959       5    1216156.00   1260386.00   2476542.00
1959       6    1254227.00   1298359.00   2552586.00
1959       7    1232848.00   1271165.00   2504013.00
1959       8    1197470.00   1231918.00   2429388.00
1959       9    1258484.00   1297765.00   2556249.00
1959      10    1032032.00   1062415.00   2094447.00
1959      11    1047631.00   1068577.00   2116208.00
1959      12     991883.00   1026080.00   2017963.00
1959      13     586544.00    604748.00   1191292.00
1959      14     448646.00    465758.00    914404.00
1959      15     416278.00    423928.00    840206.00
1959      16     633989.00    631673.00   1265662.00
1959      17    1058000.00   1043192.00   2101192.00
1959      18    1162186.00   1153158.00   2315344.00
1959      19    1240744.00   1287671.00   2528415.00
1959      20    1378770.00   1378741.00   2757511.00
1959      21    1288326.00   1326841.00   2615167.00
1959      22    1181715.00   1167089.00   2348804.00
1959      23    1018774.00   1032752.00   2051526.00
1959      24     872603.00    869437.00   1742040.00
1959      25     887642.00    875611.00   1763253.00
1959      26    1049962.00   1020419.00   2070381.00
1959      27    1019377.00   1018518.00   2037895.00
1959      28    1237886.00   1223384.00   2461270.00
1959      29    1166480.00   1131585.00   2298065.00
1959      30    1407440.00   1301736.00   2709176.00
1959      31    1153361.00   1100747.00   2254108.00
1959      32    1269526.00   1060890.00   2330416.00
1959      33    1120010.00    832714.00   1952724.00
1959      34    1087201.00    730153.00   1817354.00
1959      35    1010802.00    631023.00   1641825.00
1959      36     857143.00    514840.00   1371983.00
1959      37     698291.00    446259.00   1144550.00
1959      38     729687.00    464355.00   1194042.00
1959      39     648550.00    414993.00   1063543.00
1959      40     863709.00    542139.00   1405848.00
1959      41     531219.00    351516.00    882735.00
1959      42     673497.00    412349.00   1085846.00
1959      43     785554.00    478316.00   1263870.00
1959      44     969492.00    572945.00   1542437.00
1959      45     925327.00    570150.00   1495477.00
1959      46     976022.00    570660.00   1546682.00
1959      47     831779.00    511259.00   1343038.00
1959      48     991713.00    567314.00   1559027.00
1959      49     759346.00    460773.00   1220119.00
1959      50     866620.00    495040.00   1361660.00
1959      51     736313.00    436794.00   1173107.00
1959      52     766484.00    447180.00   1213664.00
1959      53     705085.00    395911.00   1100996.00
1959      54     719494.00    389039.00   1108533.00
1959      55     762062.00    364971.00   1127033.00
1959      56     698201.00    320545.00   1018746.00
1959      57     557047.00    239093.00    796140.00
1959      58     779709.00    314139.00   1093848.00
1959      59     468400.00    240101.00    708501.00
1959      60     602520.00    264388.00    866908.00
1959      61     421362.00    215237.00    636599.00
1959      62     498355.00    241964.00    740319.00
1959      63     471168.00    229831.00    700999.00
1959      64     428648.00    210797.00    639445.00
1959      65     450940.00    215720.00    666660.00
1959      66     385919.00    184367.00    570286.00
1959      67     354377.00    163071.00    517448.00
1959      68     360062.00    165234.00    525296.00
1959      69     267590.00    118863.00    386453.00
1959      70     458055.00    176974.00    635029.00
1959      71     240046.00    117348.00    357394.00
1959      72     289913.00    124862.00    414775.00
1959      73     262109.00    110376.00    372485.00
1959      74     234442.00    100191.00    334633.00
1959      75     253494.00     98849.00    352343.00
1959      76     192456.00     79605.00    272061.00
1959      77     156279.00     61956.00    218235.00
1959      78     164956.00     67225.00    232181.00
1959      79     101465.00     43837.00    145302.00
1959      80     107440.23     41265.61    148705.84
1959      81      96690.20     36923.71    133613.91
1959      82      83116.87     31633.19    114750.06
1959      83      72680.91     26260.70     98941.61
1959      84      61345.46     22214.11     83559.57
1959      85      51381.85     18564.15     69946.00
1959      86      42360.28     15133.04     57493.32
1959      87      33840.45     11760.80     45601.25
1959      88      30215.07     10279.05     40494.12
1959      89      23759.32      7945.31     31704.63
1959      90      16218.23      4932.31     21150.54
1959      91      13429.89      3903.67     17333.56
1959      92      10418.87      3125.33     13544.20
1959      93       8576.14      2539.05     11115.19
1959      94       7563.51      2245.72      9809.23
1959      95       6200.55      1841.40      8041.95
1959      96       4641.19      1400.94      6042.13
1959      97       3559.52      1101.71      4661.23
1959      98       2712.44       790.60      3503.04
1959      99       1966.95       575.40      2542.35
1959     100       1475.54       431.41      1906.95
1959     101       1097.53       321.82      1419.35
1959     102        809.80       238.70      1048.50
1959     103        592.38       175.65       768.03
1959     104        429.91       128.42       558.33
1959     105        309.12        93.73       402.85
1959     106        220.54        67.79       288.33
1959     107        155.69        48.68       204.37
1959     108        109.20        34.72       143.92
1959     109         75.51        24.90       100.41
1959     110+       153.58        52.25       205.83
1960       0    1322840.22   1381027.58   2703867.80
1960       1    1297553.03   1344296.43   2641849.46
1960       2    1295464.66   1348909.90   2644374.56
1960       3    1281499.74   1330919.56   2612419.30
1960       4    1310571.63   1361295.36   2671866.99
1960       5    1334908.37   1380686.14   2715594.51
1960       6    1226461.33   1269868.19   2496329.52
1960       7    1247391.66   1293960.15   2541351.81
1960       8    1214977.01   1256322.41   2471299.42
1960       9    1189760.35   1232095.62   2421855.97
1960      10    1207938.05   1251931.99   2459870.04
1960      11    1106737.35   1143069.65   2249807.00
1960      12    1017106.50   1039155.38   2056261.88
1960      13     986603.80   1021086.87   2007690.67
1960      14     583284.76    602167.67   1185452.43
1960      15     448330.81    466131.36    914462.17
1960      16     416249.71    424591.49    840841.20
1960      17     633845.72    631280.85   1265126.57
1960      18    1056743.94   1043634.36   2100378.30
1960      19    1154519.19   1146424.48   2300943.67
1960      20    1244505.60   1285558.11   2530063.71
1960      21    1370141.84   1369034.06   2739175.90
1960      22    1288229.68   1323567.40   2611797.08
1960      23    1173086.66   1158752.42   2331839.08
1960      24    1014330.36   1027049.40   2041379.76
1960      25     868467.54    864630.66   1733098.20
1960      26     880211.85    868048.89   1748260.74
1960      27    1046478.38   1015379.19   2061857.57
1960      28    1015912.07   1014702.44   2030614.51
1960      29    1230266.54   1213881.19   2444147.73
1960      30    1169506.14   1131309.20   2300815.34
1960      31    1394356.88   1287833.74   2682190.62
1960      32    1157364.92   1100417.78   2257782.70
1960      33    1260492.87   1050206.47   2310699.34
1960      34    1117766.07    827112.06   1944878.13
1960      35    1086685.70    726669.26   1813354.96
1960      36    1005543.33    625583.98   1631127.31
1960      37     854152.34    510734.78   1364887.12
1960      38     696727.19    444329.53   1141056.72
1960      39     721714.30    458177.31   1179891.61
1960      40     650294.43    414352.03   1064646.46
1960      41     855949.21    536048.92   1391998.13
1960      42     531822.62    349837.74    881660.36
1960      43     667802.75    407570.94   1075373.69
1960      44     783270.55    475231.41   1258501.96
1960      45     970681.92    569573.41   1540255.33
1960      46     921012.51    564094.35   1485106.86
1960      47     974819.64    565818.94   1540638.58
1960      48     835711.08    507895.70   1343606.78
1960      49     978876.23    558519.23   1537395.46
1960      50     764308.14    458727.21   1223035.35
1960      51     858635.70    486244.68   1344880.38
1960      52     737928.37    433323.06   1171251.43
1960      53     762363.91    439773.98   1202137.89
1960      54     704516.54    390150.11   1094666.65
1960      55     716623.00    382493.89   1099116.89
1960      56     751408.84    357622.63   1109031.47
1960      57     691264.02    314450.67   1005714.69
1960      58     560309.26    237216.50    797525.76
1960      59     759021.67    303956.54   1062978.21
1960      60     470626.24    235003.13    705629.37
1960      61     586761.03    255433.45    842194.48
1960      62     421535.95    210221.33    631757.28
1960      63     488891.63    233108.37    722000.00
1960      64     462060.56    221427.23    683487.79
1960      65     420740.52    202703.99    623444.51
1960      66     437416.70    206229.03    643645.73
1960      67     376111.76    176499.64    552611.40
1960      68     342805.25    155531.13    498336.38
1960      69     348074.43    156861.60    504936.03
1960      70     262852.13    113151.13    376003.26
1960      71     436014.62    166548.26    602562.88
1960      72     234203.12    110817.05    345020.17
1960      73     276114.68    115996.28    392110.96
1960      74     249328.99    102581.82    351910.81
1960      75     222551.95     92530.15    315082.10
1960      76     236952.99     90367.70    327320.69
1960      77     180875.37     73068.17    253943.54
1960      78     145302.29     56077.22    201379.51
1960      79     152592.43     60625.17    213217.60
1960      80     117999.15     45908.29    163907.44
1960      81      97455.28     36557.90    134013.18
1960      82      88121.47     32792.38    120913.85
1960      83      74169.73     27440.20    101609.93
1960      84      64523.63     22644.19     87167.82
1960      85      53646.12     18844.13     72490.25
1960      86      44261.41     15567.89     59829.30
1960      87      36325.04     12614.87     48939.91
1960      88      28803.37      9722.58     38525.95
1960      89      25833.03      8529.75     34362.78
1960      90      19693.97      6427.49     26121.46
1960      91      13293.31      3971.81     17265.12
1960      92      11569.59      3296.68     14866.27
1960      93       8724.49      2563.90     11288.39
1960      94       7223.00      2107.62      9330.62
1960      95       6283.70      1850.95      8134.65
1960      96       4950.11      1435.17      6385.28
1960      97       3615.72      1042.11      4657.83
1960      98       2685.39       814.33      3499.72
1960      99       1985.29       574.93      2560.22
1960     100       1474.62       426.72      1901.34
1960     101       1085.38       314.39      1399.77
1960     102        790.93       230.23      1021.16
1960     103        570.89       167.43       738.32
1960     104        407.82       120.51       528.33
1960     105        288.59        86.01       374.60
1960     106        201.87        61.31       263.18
1960     107        139.88        43.16       183.04
1960     108         95.59        30.08       125.67
1960     109         64.83        20.75        85.58
1960     110+       119.07        39.95       159.02
1961       0    1321010.26   1382860.27   2703870.53
1961       1    1310994.79   1365185.20   2676179.99
1961       2    1295020.33   1340902.49   2635922.82
1961       3    1296131.42   1349229.94   2645361.36
1961       4    1278567.80   1327675.01   2606242.81
1961       5    1307673.59   1357922.52   2665596.11
1961       6    1330508.06   1375915.55   2706423.61
1961       7    1221529.96   1264593.27   2486123.23
1961       8    1241654.36   1287593.45   2529247.81
1961       9    1212045.43   1257531.99   2469577.42
1961      10    1184141.39   1235019.73   2419161.12
1961      11    1209279.43   1263254.35   2472533.78
1961      12    1098490.45   1135932.28   2234422.73
1961      13    1015909.88   1039202.21   2055112.09
1961      14     982359.69   1017181.06   1999540.75
1961      15     580339.38    599853.86   1180193.24
1961      16     448105.04    466592.93    914697.97
1961      17     415498.75    424556.58    840055.33
1961      18     632341.46    629467.66   1261809.12
1961      19    1055160.64   1043709.15   2098869.79
1961      20    1146461.46   1139653.01   2286114.47
1961      21    1248313.25   1283067.06   2531380.31
1961      22    1361714.53   1358708.82   2720423.35
1961      23    1288683.95   1320061.02   2608744.97
1961      24    1164917.98   1150228.78   2315146.76
1961      25    1010387.82   1021342.34   2031730.16
1961      26     864352.15    859576.93   1723929.08
1961      27     872269.55    859779.11   1732048.66
1961      28    1043178.99   1010060.34   2053239.33
1961      29    1011865.73   1010221.70   2022087.43
1961      30    1222540.57   1204081.19   2426621.76
1961      31    1172213.63   1130654.66   2302868.29
1961      32    1381782.86   1273958.71   2655741.57
1961      33    1161222.32   1099949.96   2261172.28
1961      34    1251773.69   1039893.30   2291666.99
1961      35    1115614.03    821456.58   1937070.61
1961      36    1086465.40    723161.99   1809627.39
1961      37    1000672.89    620183.43   1620856.32
1961      38     851506.48    506587.33   1358093.81
1961      39     695133.10    442416.91   1137550.01
1961      40     713652.42    451793.45   1165445.87
1961      41     651601.40    413438.37   1065039.77
1961      42     848978.36    530393.07   1379371.43
1961      43     531980.69    347732.66    879713.35
1961      44     661767.29    402575.91   1064343.20
1961      45     780308.17    471639.27   1251947.44
1961      46     972187.39    565982.50   1538169.89
1961      47     916606.65    557907.86   1474514.51
1961      48     973933.10    560832.99   1534766.09
1961      49     839494.88    504307.75   1343802.63
1961      50     966147.25    549509.21   1515656.46
1961      51     769433.91    456754.21   1226188.12
1961      52     850901.20    477463.63   1328364.83
1961      53     739305.78    429630.66   1168936.44
1961      54     758446.82    432610.36   1191057.18
1961      55     703758.49    384166.17   1087924.66
1961      56     713587.81    375796.83   1089384.64
1961      57     740787.07    350192.52   1090979.59
1961      58     684273.94    308200.59    992474.53
1961      59     563159.57    235229.28    798388.85
1961      60     737836.35    293341.14   1031177.49
1961      61     472655.22    229998.84    702654.06
1961      62     571244.55    246700.76    817945.31
1961      63     420982.65    204800.27    625782.92
1961      64     479518.65    224553.20    704071.85
1961      65     452698.64    213051.71    665750.35
1961      66     412866.27    195047.48    607913.75
1961      67     423742.11    196999.58    620741.69
1961      68     365711.42    168406.66    534118.08
1961      69     331853.59    148608.11    480461.70
1961      70     335585.97    148428.64    484014.61
1961      71     258276.66    107945.21    366221.87
1961      72     414780.63    156728.16    571508.79
1961      73     227329.77    103902.63    331232.40
1961      74     263091.46    107926.05    371017.51
1961      75     236573.17     95111.44    331684.61
1961      76     210599.69     85233.14    295832.83
1961      77     221674.57     82899.73    304574.30
1961      78     169221.82     66693.74    235915.56
1961      79     135154.93     50822.92    185977.85
1961      80     128155.91     49372.65    177528.56
1961      81     108070.84     41021.08    149091.92
1961      82      89296.53     32585.29    121881.82
1961      83      79387.40     28629.30    108016.70
1961      84      66432.25     23832.78     90265.03
1961      85      56768.06     19345.80     76113.86
1961      86      46467.36     15826.45     62293.81
1961      87      38274.17     12980.53     51254.70
1961      88      31185.30     10434.34     41619.64
1961      89      24843.18      8044.47     32887.65
1961      90      21686.10      6966.97     28653.07
1961      91      16467.30      5299.10     21766.40
1961      92      11521.86      3372.22     14894.08
1961      93       9731.50      2732.38     12463.88
1961      94       7374.74      2135.16      9509.90
1961      95       6055.15      1746.16      7801.31
1961      96       5112.97      1502.37      6615.34
1961      97       3933.88      1128.70      5062.58
1961      98       2756.27       785.38      3541.65
1961      99       2008.61       604.06      2612.67
1961     100       1518.63       427.37      1946.00
1961     101       1109.96       311.99      1421.95
1961     102        803.24       225.81      1029.05
1961     103        574.84       162.34       737.18
1961     104        407.10       115.77       522.87
1961     105        284.96        81.50       366.46
1961     106        197.42        56.76       254.18
1961     107        134.95        39.56       174.51
1961     108         91.29        27.10       118.39
1961     109         60.71        18.31        79.02
1961     110+       106.29        32.64       138.93
1962       0    1266760.38   1326325.30   2593085.68
1962       1    1310937.16   1368429.83   2679366.99
1962       2    1308676.51   1362229.19   2670905.70
1962       3    1294937.32   1340104.61   2635041.93
1962       4    1297625.68   1350332.55   2647958.23
1962       5    1276073.20   1324766.88   2600840.08
1962       6    1304977.83   1354693.35   2659671.18
1962       7    1326233.86   1371274.91   2697508.77
1962       8    1216774.04   1259540.16   2476314.20
1962       9    1236123.79   1281544.58   2517668.37
1962      10    1209237.36   1258926.16   2468163.52
1962      11    1178568.52   1238011.60   2416580.12
1962      12    1210642.74   1274661.43   2485304.17
1962      13    1090265.96   1128858.29   2219124.25
1962      14    1014765.48   1039220.57   2053986.05
1962      15     978139.22   1013187.99   1991327.21
1962      16     577373.63    597458.49   1174832.12
1962      17     447883.50    466906.38    914789.88
1962      18     414768.51    424291.22    839059.73
1962      19     630839.20    627456.84   1258296.04
1962      20    1053493.15   1043409.41   2096902.56
1962      21    1138443.55   1132801.26   2271244.81
1962      22    1252180.16   1280444.89   2532625.05
1962      23    1353266.05   1348115.80   2701381.85
1962      24    1289229.88   1316539.08   2605768.96
1962      25    1156857.32   1141572.80   2298430.12
1962      26    1006584.06   1015530.93   2022114.99
1962      27     860333.00    854488.56   1714821.56
1962      28     864299.60    851423.80   1715723.40
1962      29    1039948.77   1004938.21   2044886.98
1962      30    1007680.71   1005314.54   2012995.25
1962      31    1214780.20   1193975.94   2408756.14
1962      32    1174866.21   1129869.01   2304735.22
1962      33    1369063.81   1259914.16   2628977.97
1962      34    1165227.23   1099716.14   2264943.37
1962      35    1242956.31   1029358.16   2272314.47
1962      36    1113349.83    815540.77   1928890.60
1962      37    1086303.34    719685.16   1805988.50
1962      38     995754.65    614735.80   1610490.45
1962      39     848932.74    502475.24   1351407.98
1962      40     693476.53    440278.13   1133754.66
1962      41     705611.70    445290.88   1150902.58
1962      42     652835.36    412336.91   1065172.27
1962      43     841771.90    524475.07   1366246.97
1962      44     532213.23    345748.07    877961.30
1962      45     655567.16    397235.32   1052802.48
1962      46     777129.34    467718.12   1244847.46
1962      47     973569.47    562343.02   1535912.49
1962      48     911853.67    551309.70   1463163.37
1962      49     972985.28    555611.65   1528596.93
1962      50     842878.31    500144.03   1343022.34
1962      51     953229.35    540156.99   1493386.34
1962      52     774464.94    454523.51   1228988.45
1962      53     842757.68    468011.91   1310769.59
1962      54     740673.42    425692.56   1166365.98
1962      55     753982.38    424826.49   1178808.87
1962      56     702308.49    377500.13   1079808.62
1962      57     710122.56    368815.94   1078938.50
1962      58     729782.13    342530.40   1072312.53
1962      59     677304.70    301789.95    979094.65
1962      60     564966.31    232388.09    797354.40
1962      61     716216.10    282442.84    998658.94
1962      62     474631.69    224808.77    699440.46
1962      63     554437.69    237024.35    791462.04
1962      64     419942.37    199241.93    619184.30
1962      65     469198.72    215500.88    684699.60
1962      66     442636.85    204432.61    647069.46
1962      67     404229.42    186979.04    591208.46
1962      68     408839.65    187203.88    596043.53
1962      69     355411.94    160775.29    516187.23
1962      70     319283.09    141026.87    460309.96
1962      71     322297.42    139774.21    462071.63
1962      72     253135.41    102496.75    355632.16
1962      73     391279.80    145891.34    537171.14
1962      74     220004.97     97242.38    317247.35
1962      75     248801.71     99494.53    348296.24
1962      76     222594.82     87169.72    309764.54
1962      77     198862.15     78298.43    277160.58
1962      78     205295.24     75182.39    280477.63
1962      79     157503.17     60513.35    218016.52
1962      80     128988.13     49655.53    178643.66
1962      81     117009.00     44090.75    161099.75
1962      82      98760.99     36513.87    135274.86
1962      83      79855.17     28167.25    108022.42
1962      84      70741.15     24691.35     95432.50
1962      85      58185.75     20256.23     78441.98
1962      86      48958.56     16224.24     65182.80
1962      87      39856.13     13111.21     52967.34
1962      88      32699.88     10688.34     43388.22
1962      89      26757.62      8657.07     35414.69
1962      90      20649.64      6500.23     27149.87
1962      91      18025.42      5711.72     23737.14
1962      92      14142.97      4495.38     18638.35
1962      93       9553.89      2729.62     12283.51
1962      94       8134.48      2210.94     10345.42
1962      95       6095.52      1750.35      7845.87
1962      96       4830.79      1393.81      6224.60
1962      97       4022.21      1163.22      5185.43
1962      98       2982.33       843.83      3826.16
1962      99       2018.41       567.76      2586.17
1962     100       1527.99       442.80      1970.79
1962     101       1138.38       307.77      1446.15
1962     102        819.44       220.48      1039.92
1962     103        583.80       156.36       740.16
1962     104        411.01       110.07       521.08
1962     105        286.23        76.76       362.99
1962     106        196.85        52.64       249.49
1962     107        133.98        35.58       169.56
1962     108         89.84        24.16       114.00
1962     109         59.61        16.00        75.61
1962     110+       101.67        26.14       127.81
1963       0    1184066.85   1237356.72   2421423.57
1963       1    1256752.80   1312128.76   2568881.56
1963       2    1308569.01   1364721.23   2673290.24
1963       3    1308259.30   1361210.23   2669469.53
1963       4    1295509.07   1339888.03   2635397.10
1963       5    1299480.40   1351731.27   2651211.67
1963       6    1273792.71   1322010.29   2595803.00
1963       7    1302480.34   1351637.66   2654118.00
1963       8    1322180.69   1366846.19   2689026.88
1963       9    1212192.80   1254662.78   2466855.58
1963      10    1230672.57   1275583.49   2506256.06
1963      11    1206505.37   1260452.85   2466958.22
1963      12    1173045.54   1241149.60   2414195.14
1963      13    1212013.56   1286106.00   2498119.56
1963      14    1082057.57   1121739.06   2203796.63
1963      15    1013604.05   1039113.79   2052717.84
1963      16     973885.01   1009042.53   1982927.54
1963      17     574383.58    594922.03   1169305.61
1963      18     447637.53    467091.63    914729.16
1963      19     414026.85    423917.65    837944.50
1963      20     629280.83    625335.78   1254616.61
1963      21    1051848.37   1043338.34   2095186.71
1963      22    1130479.21   1125989.22   2256468.43
1963      23    1256048.16   1277558.65   2533606.81
1963      24    1344887.75   1337400.93   2682288.68
1963      25    1289764.88   1312777.92   2602542.80
1963      26    1148702.22   1132832.97   2281535.19
1963      27    1002724.46   1009806.18   2012530.64
1963      28     856280.30    849401.79   1705682.09
1963      29     856368.40    843179.29   1699547.69
1963      30    1036584.47    999510.82   2036095.29
1963      31    1003520.71   1000443.54   2003964.25
1963      32    1207099.69   1183925.81   2391025.50
1963      33    1177494.76   1128902.46   2306397.22
1963      34    1356453.95   1245764.96   2602218.91
1963      35    1169125.89   1099128.65   2268254.54
1963      36    1234015.54   1018653.59   2252669.13
1963      37    1111069.85    809580.70   1920650.55
1963      38    1086033.00    716007.92   1802040.92
1963      39     990796.88    609172.49   1599969.37
1963      40     846195.02    498124.52   1344319.54
1963      41     691770.56    438060.06   1129830.62
1963      42     697474.21    438676.91   1136151.12
1963      43     653879.38    411020.71   1064900.09
1963      44     834634.46    518562.06   1353196.52
1963      45     532280.92    343487.16    875768.08
1963      46     649236.04    391751.07   1040987.11
1963      47     773930.63    463769.30   1237699.93
1963      48     974609.90    558310.77   1532920.67
1963      49     906828.03    544428.61   1451256.64
1963      50     971580.71    549867.49   1521448.20
1963      51     846105.32    495673.08   1341778.40
1963      52     939909.74    530318.19   1470227.93
1963      53     778823.40    451541.17   1230364.57
1963      54     834387.10    458311.42   1292698.52
1963      55     741505.16    421183.66   1162688.82
1963      56     749058.55    416439.71   1165498.26
1963      57     700624.42    370514.26   1071138.68
1963      58     706195.97    361383.89   1067579.86
1963      59     718279.60    334225.93   1052505.53
1963      60     669119.60    294348.25    963467.85
1963      61     566120.26    229178.34    795298.60
1963      62     693564.06    270920.55    964484.61
1963      63     474809.46    218502.46    693311.92
1963      64     537078.32    227085.03    764163.35
1963      65     417705.48    192858.74    610564.22
1963      66     457981.79    205955.57    663937.36
1963      67     431657.05    195308.92    626965.97
1963      68     394150.52    178160.27    572310.79
1963      69     393603.89    177395.64    570999.53
1963      70     343419.98    152242.26    495662.24
1963      71     306061.70    133319.19    439380.89
1963      72     308182.04    130718.94    438900.98
1963      73     245411.74     95632.83    341044.57
1963      74     366937.89    134737.24    501675.13
1963      75     210934.38     89902.50    300836.88
1963      76     232714.73     90622.31    323337.04
1963      77     208222.60     79397.75    287620.35
1963      78     185233.43     70706.68    255940.11
1963      79     187993.82     67166.47    255160.29
1963      80     138403.66     51751.62    190155.28
1963      81     117135.25     43877.59    161012.84
1963      82     105865.62     38826.55    144692.17
1963      83      87433.56     31291.26    118724.82
1963      84      70147.06     23956.35     94103.41
1963      85      61175.37     20719.27     81894.64
1963      86      49382.25     16678.80     66061.05
1963      87      41096.89     13131.47     54228.36
1963      88      33159.84     10443.65     43603.49
1963      89      27274.48      8559.49     35833.97
1963      90      21588.45      6786.17     28374.62
1963      91      16584.62      5078.12     21662.74
1963      92      14949.19      4564.02     19513.21
1963      93      11406.16      3493.68     14899.84
1963      94       7699.94      2108.55      9808.49
1963      95       6507.22      1714.19      8221.41
1963      96       4689.81      1302.46      5992.27
1963      97       3646.76      1007.21      4653.97
1963      98       2952.29       815.82      3768.11
1963      99       2073.19       558.81      2632.00
1963     100       1435.26       393.93      1829.19
1963     101       1064.66       300.46      1365.12
1963     102        776.39       203.93       980.32
1963     103        546.49       142.39       688.88
1963     104        380.46        98.18       478.64
1963     105        261.36        67.12       328.48
1963     106        177.47        45.35       222.82
1963     107        118.80        29.89       148.69
1963     108         78.68        19.26        97.94
1963     109         51.17        12.57        63.74
1963     110+        82.73        17.64       100.37
1964       0    1110744.92   1166164.20   2276909.12
1964       1    1177382.81   1226981.04   2404363.85
1964       2    1253901.63   1308369.35   2562270.98
1964       3    1308032.13   1363154.57   2671186.70
1964       4    1308621.40   1360920.88   2669542.28
1964       5    1296455.69   1339984.26   2636439.95
1964       6    1301501.48   1353263.65   2654765.13
1964       7    1271662.47   1319281.83   2590944.30
1964       8    1300112.91   1348638.63   2648751.54
1964       9    1318204.86   1362538.69   2680743.55
1964      10    1207665.07   1249889.39   2457554.46
1964      11    1225276.14   1269751.91   2495028.05
1964      12    1203776.49   1262051.16   2465827.65
1964      13    1167518.87   1244286.15   2411805.02
1964      14    1213408.34   1297520.55   2510928.89
1964      15    1073855.03   1114547.50   2188402.53
1964      16    1012419.30   1038864.84   2051284.14
1964      17     969572.40   1004640.62   1974213.02
1964      18     571364.19    592104.41   1163468.60
1964      19     447377.66    467130.08    914507.74
1964      20     413212.98    423512.22    836725.20
1964      21     627740.64    623320.97   1251061.61
1964      22    1050254.72   1043155.63   2093410.35
1964      23    1122501.67   1118871.80   2241373.47
1964      24    1259948.13   1274523.01   2534471.14
1964      25    1336502.83   1326545.21   2663048.04
1964      26    1290263.03   1308950.90   2599213.93
1964      27    1140491.31   1124013.52   2264504.83
1964      28     998808.66   1003966.51   2002775.17
1964      29     852263.48    844363.01   1696626.49
1964      30     848334.51    834621.03   1682955.54
1964      31    1033227.50    993906.25   2027133.75
1964      32     999386.70    995394.96   1994781.66
1964      33    1199391.33   1173670.17   2373061.50
1964      34    1180210.10   1127986.99   2308197.09
1964      35    1343655.82   1231422.13   2575077.95
1964      36    1172843.11   1098170.15   2271013.26
1964      37    1225113.67   1007832.09   2232945.76
1964      38    1108735.75    803549.90   1912285.65
1964      39    1085715.80    712258.82   1797974.62
1964      40     985622.57    603383.31   1589005.88
1964      41     843363.74    493666.93   1337030.67
1964      42     689964.83    435751.97   1125716.80
1964      43     689103.39    431913.57   1121016.96
1964      44     654954.18    409776.44   1064730.62
1964      45     827322.52    512384.41   1339706.93
1964      46     532123.97    340990.37    873114.34
1964      47     642809.22    386117.54   1028926.76
1964      48     770471.30    459419.44   1229890.74
1964      49     975513.42    554122.02   1529635.44
1964      50     901485.28    537149.56   1438634.84
1964      51     970047.69    543950.74   1513998.43
1964      52     849041.57    490927.01   1339968.58
1964      53     926185.74    519921.13   1446106.87
1964      54     783041.42    448556.26   1231597.68
1964      55     825563.91    448415.41   1273979.32
1964      56     741879.06    416274.28   1158153.34
1964      57     743703.20    407701.15   1151404.35
1964      58     698562.42    363199.73   1061762.15
1964      59     702210.44    353619.17   1055829.61
1964      60     705952.51    325209.91   1031162.42
1964      61     660680.36    286927.12    947607.48
1964      62     567234.18    225943.28    793177.46
1964      63     670068.97    258845.05    928914.02
1964      64     474877.02    212341.62    687218.64
1964      65     519135.75    217072.78    736208.53
1964      66     415379.77    186840.07    602219.84
1964      67     446414.45    196449.10    642863.55
1964      68     419862.49    186080.09    605942.58
1964      69     384641.43    170188.13    554829.56
1964      70     377250.06    167262.08    544512.14
1964      71     331087.02    143808.42    474895.44
1964      72     292666.76    125637.61    418304.37
1964      73     292447.58    121055.91    413503.49
1964      74     237872.11     89475.60    327347.71
1964      75     341986.11    123828.38    465814.49
1964      76     201462.64     82722.26    284184.90
1964      77     217741.70     82593.21    300334.91
1964      78     193572.60     71828.31    265400.91
1964      79     172576.44     63752.21    236328.65
1964      80     147457.57     54087.13    201544.70
1964      81     126444.38     46161.12    172605.50
1964      82     106709.07     38950.25    145659.32
1964      83      94335.13     33525.04    127860.17
1964      84      77344.31     26792.85    104137.16
1964      85      61134.02     20172.63     81306.65
1964      86      52708.26     17199.80     69908.06
1964      87      42090.85     13665.40     55756.25
1964      88      34595.09     10650.80     45245.89
1964      89      27962.76      8496.19     36458.95
1964      90      22387.47      6831.85     29219.32
1964      91      17593.01      5456.36     23049.37
1964      92      13940.48      4179.44     18119.92
1964      93      12207.03      3632.59     15839.62
1964      94       9344.16      2798.82     12142.98
1964      95       6284.62      1686.71      7971.33
1964      96       5202.03      1365.46      6567.49
1964      97       3682.53      1016.59      4699.12
1964      98       2761.27       755.58      3516.85
1964      99       2147.56       590.95      2738.51
1964     100       1503.68       399.95      1903.63
1964     101       1021.19       277.07      1298.26
1964     102        742.41       207.52       949.93
1964     103        529.98       138.19       668.17
1964     104        364.78        94.55       459.33
1964     105        248.18        63.73       311.91
1964     106        166.30        42.59       208.89
1964     107        110.06        28.08       138.14
1964     108         71.64        17.87        89.51
1964     109         46.13        10.99        57.12
1964     110+        70.51        14.87        85.38
1965       0    1015526.26   1061981.96   2077508.22
1965       1    1106454.76   1158559.54   2265014.30
1965       2    1177262.80   1225832.64   2403095.44
1965       3    1252732.52   1306276.44   2559008.96
